global_order,step_no,step_title,sub_step_no,sub_step_title,position,sl_no,id,title,difficulty,difficulty_code,tags,leetcode,coding_ninjas,gfg,youtube,article,tuf_plus,tuf_plus_editorial,leetcode_original,coding_ninjas_original,gfg_original,youtube_original,article_original,tuf_plus_original,tuf_plus_editorial_original,flags_and_link_issues
219,9,"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",3,Monotonic Stack/Queue Problems [VVV. Imp],6,6,smfsbrryminimm,Sum of subarray minimum,Medium,1,Arrays | Dynamic Programming | Data Structures,https://leetcode.com/problems/sum-of-subarray-minimums/,https://www.codingninjas.com/codestudio/problems/sum-of-subarray-minimums_8365431,https://www.geeksforgeeks.org/problems/sum-of-subarray-minimum/1,https://www.youtube.com/watch?v=v0e8p9JCgRc,,,https://takeuforward.org/plus/dsa/problems/sum-of-subarray-minimums?tab=editorial,,https://www.codingninjas.com/codestudio/problems/sum-of-subarray-minimums_8365431?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3yS5XpZ,https://youtu.be/v0e8p9JCgRc?si=XAU7ekECgS5nboRw,,,,gfg:bitly_expanded_destination_unverified; tuf_plus:malformed_not_a_url
220,9,"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",3,Monotonic Stack/Queue Problems [VVV. Imp],7,8,stridcllisin,Asteroid Collision,Medium,1,Arrays | Stack | Data Structures,https://leetcode.com/problems/asteroid-collision/,https://www.codingninjas.com/studio/problems/asteroid-collision_977232,https://www.geeksforgeeks.org/problems/asteroid-collision/1,https://www.youtube.com/watch?v=_eYGqw_VDR4,,https://takeuforward.org/plus/dsa/problems/asteroid-collision,https://takeuforward.org/plus/dsa/problems/asteroid-collision?tab=editorial,,https://www.codingninjas.com/studio/problems/asteroid-collision_977232?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3Tpi0Tw,https://youtu.be/_eYGqw_VDR4?si=YyxibcHq800RqgIQ,,,,sl_no_differs_from_position; sl_no_gap_before_this_row; gfg:bitly_expanded_destination_unverified
221,9,"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",3,Monotonic Stack/Queue Problems [VVV. Imp],8,9,smfsbrryrngs,Sum of subarray ranges,Medium,1,Arrays | Stack | Data Structures,https://leetcode.com/problems/sum-of-subarray-ranges/,https://www.codingninjas.com/studio/problems/subarray-range-sum_8365419,https://www.geeksforgeeks.org/problems/sum-of-subarray-ranges/1,https://www.youtube.com/watch?v=gIrMptNPf5M,,https://takeuforward.org/plus/dsa/problems/sum-of-subarray-ranges,https://takeuforward.org/plus/dsa/problems/sum-of-subarray-ranges?tab=editorial,,https://www.codingninjas.com/studio/problems/subarray-range-sum_8365419?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3SdfheS,https://youtu.be/gIrMptNPf5M?si=Q_GHuBvzZVs27X_U,,,,sl_no_differs_from_position; gfg:bitly_expanded_destination_unverified
222,9,"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",3,Monotonic Stack/Queue Problems [VVV. Imp],9,10,rmvkdigits,Remove k Digits,Medium,1,String | Stack | Greedy,https://leetcode.com/problems/remove-k-digits/,https://www.codingninjas.com/studio/problems/remove-k-digits_1461221,https://www.geeksforgeeks.org/problems/remove-k-digits/1,https://www.youtube.com/watch?v=jmbuRzYPGrg,,https://takeuforward.org/plus/dsa/problems/remove-k-digits,https://takeuforward.org/plus/dsa/problems/remove-k-digits?tab=editorial,,https://www.codingninjas.com/studio/problems/remove-k-digits_1461221?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3pl6taP,https://youtu.be/jmbuRzYPGrg?si=WN387gwQ7aXWkUao,,,,sl_no_differs_from_position; gfg:bitly_expanded_destination_unverified
223,9,"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",3,Monotonic Stack/Queue Problems [VVV. Imp],10,11,lrgstrctnglinhistgrm,Largest rectangle in a histogram,Medium,1,Arrays | Data Structures,https://leetcode.com/problems/largest-rectangle-in-histogram/,https://www.codingninjas.com/studio/problems/largest-rectangle-in-a-histogram_1058184,https://www.geeksforgeeks.org/problems/maximum-rectangular-area-in-a-histogram-1587115620/1,https://www.youtube.com/watch?v=Bzat9vgD0fs,https://takeuforward.org/data-structure/area-of-largest-rectangle-in-histogram/,https://takeuforward.org/plus/dsa/problems/largest-rectangle-in-a-histogram,https://takeuforward.org/plus/dsa/problems/largest-rectangle-in-a-histogram?tab=editorial,,https://www.codingninjas.com/studio/problems/largest-rectangle-in-a-histogram_1058184?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3AnVYd5,https://youtu.be/Bzat9vgD0fs?si=DiBlLejXcr6EJoyB,,,,sl_no_differs_from_position; gfg:bitly_expanded_destination_unverified
224,9,"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",3,Monotonic Stack/Queue Problems [VVV. Imp],11,12,mximlrctngls,Maximal Rectangles,Hard,2,Arrays | Dynamic Programming | Stack | Data Structures,https://leetcode.com/problems/maximal-rectangle/,https://www.codingninjas.com/studio/problems/maximum-size-rectangle-sub-matrix-with-all-1's_893017,https://www.geeksforgeeks.org/problems/max-rectangle/1,https://www.youtube.com/watch?v=ttVu6G7Ayik,,https://takeuforward.org/plus/dsa/problems/maximum-rectangles,https://takeuforward.org/plus/dsa/problems/maximum-rectangles?tab=editorial,,https://www.codingninjas.com/studio/problems/maximum-size-rectangle-sub-matrix-with-all-1's_893017?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3C6BF5p,https://youtu.be/ttVu6G7Ayik?si=RhyeKepNwjRUYp7A,,,,sl_no_differs_from_position; gfg:bitly_expanded_destination_unverified
225,9,"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",4,Implementation Problems,1,1,slidingwindwmximm,Sliding Window maximum,Hard,2,Queue | Heap | Data Structures,https://leetcode.com/problems/sliding-window-maximum/,https://www.codingninjas.com/studio/problems/sliding-maximum-_701652,https://www.geeksforgeeks.org/problems/maximum-of-all-subarrays-of-size-k3101/1,https://www.youtube.com/watch?v=NwBvene4Imo,https://takeuforward.org/data-structure/sliding-window-maximum/,https://takeuforward.org/plus/dsa/problems/sliding-window-maximum,https://takeuforward.org/plus/dsa/problems/sliding-window-maximum?tab=editorial,,https://www.codingninjas.com/studio/problems/sliding-maximum-_701652?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3w7SSri,https://youtu.be/NwBvene4Imo?si=eU1PY-bcQfk5wdog,,,,gfg:bitly_expanded_destination_unverified
226,9,"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",4,Implementation Problems,2,2,stckspnprblm,Stock span problem,Medium,1,Stack | Data Structures,https://leetcode.com/problems/online-stock-span/,https://www.codingninjas.com/studio/problems/stock-span_5243295,https://www.geeksforgeeks.org/problems/stock-span-problem-1587115621/1,https://www.youtube.com/watch?v=eay-zoSRkVc,,https://takeuforward.org/plus/dsa/problems/stock-span-problem,https://takeuforward.org/plus/dsa/problems/stock-span-problem?tab=editorial,,https://www.codingninjas.com/studio/problems/stock-span_5243295?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3dzHopW,https://youtu.be/eay-zoSRkVc?si=deNNe5i38BOAntha,,,,gfg:bitly_expanded_destination_unverified
227,9,"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",4,Implementation Problems,3,3,thclbrityprblm,The Celebrity Problem,Hard,2,Stack | Queue | Two Pointer | Data Structures,https://leetcode.com/problems/find-the-celebrity,https://www.codingninjas.com/studio/problems/the-celebrity-problem_982769,https://www.geeksforgeeks.org/problems/the-celebrity-problem/1,https://www.youtube.com/watch?v=cEadsbTeze4,,https://takeuforward.org/plus/dsa/problems/celebrity-problem,https://takeuforward.org/plus/dsa/problems/celebrity-problem?tab=editorial,https://leetcode.com/accounts/login/?next=/problems/find-the-celebrity/,https://www.codingninjas.com/studio/problems/the-celebrity-problem_982769?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3dC9IIB,https://youtu.be/cEadsbTeze4?si=olXYfOs7l-SEn2zl,,,,leetcode:changed_from_original_unexplained_by_scripts; gfg:bitly_expanded_destination_unverified
228,9,"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",4,Implementation Problems,4,5,lrcchimprtnt,LRU cache (IMPORTANT),Hard,2,Linked List | Data Structures,https://leetcode.com/problems/lru-cache/,https://www.codingninjas.com/studio/problems/lru-cache-implementation_670276,https://www.geeksforgeeks.org/problems/lru-cache/1,https://www.youtube.com/watch?v=z9bJUPxzFOw,https://takeuforward.org/data-structure/implement-lru-cache/,https://takeuforward.org/plus/dsa/problems/lru-cache,https://takeuforward.org/plus/dsa/problems/lru-cache?tab=editorial,,https://www.codingninjas.com/studio/problems/lru-cache-implementation_670276?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3zZneNN,https://youtu.be/z9bJUPxzFOw?si=IUo_d35rXBD0CBAF,,,,sl_no_differs_from_position; sl_no_gap_before_this_row; gfg:bitly_expanded_destination_unverified
229,9,"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",4,Implementation Problems,5,6,lfcch,LFU cache,Hard,2,Linked List | Data Structures,https://leetcode.com/problems/lfu-cache/,https://www.codingninjas.com/codestudio/problems/lfu-cache_8381892,https://www.geeksforgeeks.org/problems/lfu-cache-1665050355/1,https://www.youtube.com/watch?v=0PSB9y8ehbk,,https://takeuforward.org/plus/dsa/problems/lfu-cache,https://takeuforward.org/plus/dsa/problems/lfu-cache?tab=editorial,,https://www.codingninjas.com/codestudio/problems/lfu-cache_8381892?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3fpYDLQ,https://www.youtube.com/watch?v=0PSB9y8ehbk&list=PLgUwDviBIf0p4ozDR_kJJkONnb1wdx2Ma&index=79,,,,sl_no_differs_from_position; gfg:bitly_expanded_destination_unverified
230,10,Sliding Window & Two Pointer Combined Problems,1,Medium Problems,1,1,lngstsbstringwithtrptingchrctrs,Longest Substring Without Repeating Characters,Medium,1,String | Data Structures,https://leetcode.com/problems/longest-substring-without-repeating-characters/,https://www.codingninjas.com/studio/problems/longest-substring-without-repeating-characters_630418,https://www.geeksforgeeks.org/problems/length-of-the-longest-substring3036/1,https://www.youtube.com/watch?v=-zSxTJkcdAo,https://takeuforward.org/data-structure/length-of-longest-substring-without-any-repeating-character/,https://takeuforward.org/plus/dsa/problems/longest-substring-without-repeating-characters,https://takeuforward.org/plus/dsa/problems/longest-substring-without-repeating-characters?tab=editorial,,https://www.codingninjas.com/studio/problems/longest-substring-without-repeating-characters_630418?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3wegomm,https://youtu.be/-zSxTJkcdAo?si=I2zfR-vlDMg0zU9z,,,,gfg:bitly_expanded_destination_unverified
231,10,Sliding Window & Two Pointer Combined Problems,1,Medium Problems,2,2,mxcnsctivnsiii,Max Consecutive Ones III,Medium,1,Arrays | Binary Search | Data Structures,https://leetcode.com/problems/max-consecutive-ones-iii/,https://www.codingninjas.com/studio/problems/maximum-consecutive-ones_892994,https://www.geeksforgeeks.org/problems/longest-consecutive-1s-1587115620/1,https://www.youtube.com/watch?v=3E4JBHSLpYk,,https://takeuforward.org/plus/dsa/problems/max-consecutive-ones-iii,https://takeuforward.org/plus/dsa/problems/max-consecutive-ones-iii?tab=editorial,,https://www.codingninjas.com/studio/problems/maximum-consecutive-ones_892994?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3RjRcCO,https://youtu.be/3E4JBHSLpYk?si=SoOW64pP6otEKxBw,,,,gfg:bitly_expanded_destination_unverified
232,10,Sliding Window & Two Pointer Combined Problems,1,Medium Problems,3,3,fritintbskts,Fruit Into Baskets,Medium,1,Arrays | Hashing | Data Structures,,https://www.codingninjas.com/studio/problems/fruits-and-baskets_985356,https://www.geeksforgeeks.org/problems/fruit-into-baskets-1663137462/1,https://www.youtube.com/watch?v=e3bs0uA1NhQ,,https://takeuforward.org/plus/dsa/problems/fruit-into-baskets,https://takeuforward.org/plus/dsa/problems/fruit-into-baskets?tab=editorial,,https://www.codingninjas.com/studio/problems/fruits-and-baskets_985356?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3D6d94w,https://youtu.be/e3bs0uA1NhQ?si=gR8pO62u-nJeFAXk,,,,gfg:bitly_expanded_destination_unverified
233,10,Sliding Window & Two Pointer Combined Problems,1,Medium Problems,4,4,lngstrptingchrctrrplcmnt,longest repeating character replacement,Medium,1,String | Hashing,https://leetcode.com/problems/longest-repeating-character-replacement/,https://www.codingninjas.com/studio/problems/longest-repeating-substring_980523,https://www.geeksforgeeks.org/problems/longest-repeating-character-replacement/1,https://www.youtube.com/watch?v=_eNhaDCr6P0,,https://takeuforward.org/plus/dsa/problems/longest-repeating-character-replacement,https://takeuforward.org/plus/dsa/problems/longest-repeating-character-replacement?tab=editorial,,https://www.codingninjas.com/studio/problems/longest-repeating-substring_980523?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3WhN89U,https://youtu.be/_eNhaDCr6P0?si=pBWcEjozF5poom0p,,,,gfg:bitly_expanded_destination_unverified
234,10,Sliding Window & Two Pointer Combined Problems,1,Medium Problems,5,5,binrysbrrywithsm,Binary subarray with sum,Easy,0,Arrays | Data Structures | Hashing,https://leetcode.com/problems/binary-subarrays-with-sum/,https://www.codingninjas.com/studio/problems/count-substrings-with-k-ones_3128698,https://www.geeksforgeeks.org/problems/binary-subarray-with-sum/1,https://www.youtube.com/watch?v=XnMdNUkX6VM,,https://takeuforward.org/plus/dsa/problems/binary-subarrays-with-sum,https://takeuforward.org/plus/dsa/problems/binary-subarrays-with-sum?tab=editorial,,https://www.codingninjas.com/studio/problems/count-substrings-with-k-ones_3128698?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3S8xsCG,https://youtu.be/XnMdNUkX6VM?si=Nyt8EveeLUg8lmty,,,,gfg:bitly_expanded_destination_unverified
235,10,Sliding Window & Two Pointer Combined Problems,1,Medium Problems,6,6,cntnmbrfnicsbrrys,Count number of nice subarrays,Medium,1,Arrays | Hashing | Maths,https://leetcode.com/problems/count-number-of-nice-subarrays/,https://www.codingninjas.com/studio/problems/count-distinct-subarrays-with-at-most-k-odd-elements_1069335,https://www.geeksforgeeks.org/problems/count-subarray-with-k-odds/1,https://www.youtube.com/watch?v=j_QOv9OT9Og,,https://takeuforward.org/plus/dsa/problems/count-number-of-nice-subarrays,https://takeuforward.org/plus/dsa/problems/count-number-of-nice-subarrays?tab=editorial,,https://www.codingninjas.com/studio/problems/count-distinct-subarrays-with-at-most-k-odd-elements_1069335?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3xZvUUc,https://youtu.be/j_QOv9OT9Og?si=Oq5-5hyFkzVSOZpP,,,,gfg:bitly_expanded_destination_unverified
236,10,Sliding Window & Two Pointer Combined Problems,1,Medium Problems,7,7,nmbrfsbstringcntiningllthrchrctrs,Number of substring containing all three characters,Medium,1,Hashing | String | Data Structures,https://leetcode.com/problems/number-of-substrings-containing-all-three-characters/,https://www.codingninjas.com/studio/problems/count-substring-with-abc_8160465,https://www.geeksforgeeks.org/problems/count-substring/1,https://www.youtube.com/watch?v=xtqN4qlgr8s,,https://takeuforward.org/plus/dsa/problems/number-of-substrings-containing-all-three-characters,https://takeuforward.org/plus/dsa/problems/number-of-substrings-containing-all-three-characters?tab=editorial,,https://www.codingninjas.com/studio/problems/count-substring-with-abc_8160465?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3xVYTZa,https://youtu.be/xtqN4qlgr8s?si=kuaLHVOLXhh5Z2tW,,,,gfg:bitly_expanded_destination_unverified
237,10,Sliding Window & Two Pointer Combined Problems,1,Medium Problems,8,8,mximmpintycnbtinfrmcrds,Maximum point you can obtain from cards,Medium,1,Arrays | Data Structures,https://leetcode.com/problems/maximum-points-you-can-obtain-from-cards/,https://www.codingninjas.com/codestudio/problems/maximum-points-from-cards_8391016,https://www.geeksforgeeks.org/problems/maximum-point-you-can-obtain-from-cards/1,https://www.youtube.com/watch?v=pBWCOCS636U,,https://takeuforward.org/plus/dsa/problems/maximum-points-you-can-obtain-from-cards-,https://takeuforward.org/plus/dsa/problems/maximum-points-you-can-obtain-from-cards-?tab=editorial,,https://www.codingninjas.com/codestudio/problems/maximum-points-from-cards_8391016?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3DxaMXw,https://youtu.be/pBWCOCS636U?si=-X64rY67noxvOwrG,,,,gfg:bitly_expanded_destination_unverified
238,10,Sliding Window & Two Pointer Combined Problems,2,Hard Problems,1,1,lngstsbstringwithtmstkdistinctchrctrs,Longest Substring with At Most K Distinct Characters,Medium,1,String | Data Structures,https://leetcode.com/problems/longest-substring-with-at-most-k-distinct-characters/,https://www.codingninjas.com/studio/problems/longest-substring-with-at-most-k-distinct-characters_2221410,https://www.geeksforgeeks.org/problems/longest-k-unique-characters-substring0853/1,https://www.youtube.com/watch?v=teM9ZsVRQyc,,https://takeuforward.org/plus/dsa/problems/longest-substring-with-at-most-k-distinct-characters,https://takeuforward.org/plus/dsa/problems/longest-substring-with-at-most-k-distinct-characters?tab=editorial,,https://www.codingninjas.com/studio/problems/longest-substring-with-at-most-k-distinct-characters_2221410?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3T12HRu,https://youtu.be/teM9ZsVRQyc?si=Kh0_u6aCkkBU3Q33,,,,gfg:bitly_expanded_destination_unverified
239,10,Sliding Window & Two Pointer Combined Problems,2,Hard Problems,2,2,sbrrywithkdiffrntintgrs,Subarray with k different integers,Hard,2,Arrays | Hashing | Data Structures,https://leetcode.com/problems/subarrays-with-k-different-integers/,https://www.codingninjas.com/studio/problems/subarrays-with-at-most-‘k’-distinct-values_1473804,https://www.geeksforgeeks.org/problems/subarrays-with-k-different-integers/1,https://www.youtube.com/watch?v=7wYGbV_LsX4,,,,,https://www.codingninjas.com/studio/problems/subarrays-with-at-most-‘k’-distinct-values_1473804?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3DLRtee,https://youtu.be/7wYGbV_LsX4?si=KWa48RgLDCvdNqRb,,,,gfg:bitly_expanded_destination_unverified
240,10,Sliding Window & Two Pointer Combined Problems,2,Hard Problems,3,3,minimmwindwsbstring,Minimum Window Substring,Hard,2,String | Data Structures,https://leetcode.com/problems/minimum-window-substring/,https://www.codingninjas.com/studio/problems/minimum-window-substring_1215004,https://practice.geeksforgeeks.org/problems/smallest-window-in-a-string-containing-all-the-characters-of-another-string-1587115621/1,https://www.youtube.com/watch?v=WJaij9ffOIY,,https://takeuforward.org/plus/dsa/problems/minimum-window-substring-,https://takeuforward.org/plus/dsa/problems/minimum-window-substring-?tab=editorial,,https://www.codingninjas.com/studio/problems/minimum-window-substring_1215004?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,,https://youtu.be/WJaij9ffOIY?si=-xnsWIH84zWU0ICd,,,,
241,10,Sliding Window & Two Pointer Combined Problems,2,Hard Problems,4,4,minimmwindwsbsqnc,Minimum Window Subsequence,Hard,2,String | Data Structures,https://leetcode.com/problems/minimum-window-subsequence/,https://www.codingninjas.com/studio/problems/minimum-window-subsequence_2181133,https://www.geeksforgeeks.org/problems/minimum-window-subsequence/1,,,,,,https://www.codingninjas.com/studio/problems/minimum-window-subsequence_2181133?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3DnB4uZ,,,,,gfg:bitly_expanded_destination_unverified
242,11,"Heaps [Learning, Medium, Hard Problems]",1,Learning,1,1,intrdctintprirityqssingbinryhps,Introduction to Priority Queues using Binary Heaps,Medium,1,Queue | Heap,,https://www.codingninjas.com/studio/problems/implement-a-priority-queue-_1743878,https://www.geeksforgeeks.org/problems/implementation-of-priority-queue-using-binary-heap/1,,,,https://takeuforward.org/plus/dsa/problems/heaps-theory,,https://www.codingninjas.com/studio/problems/implement-a-priority-queue-_1743878?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3TSxAHd,,,,,gfg:bitly_expanded_destination_unverified
243,11,"Heaps [Learning, Medium, Hard Problems]",1,Learning,2,2,minhpndmxhpimplmnttin,Min Heap and Max Heap Implementation,Medium,1,Heap | Data Structures,,https://www.codingninjas.com/studio/problems/min-heap-implementation_5480527,https://www.geeksforgeeks.org/problems/operations-on-binary-min-heap/1,,,https://takeuforward.org/plus/dsa/problems/implement-min-heap,https://takeuforward.org/plus/dsa/problems/implement-min-heap?tab=editorial,,https://www.codingninjas.com/studio/problems/min-heap-implementation_5480527?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3weGgP3,,,,,gfg:bitly_expanded_destination_unverified
244,11,"Heaps [Learning, Medium, Hard Problems]",1,Learning,3,3,chckifnrryrprsntsminhprnt,Check if an array represents a min-heap or not,Medium,1,Arrays | Heap | Data Structures,,https://www.codingninjas.com/studio/problems/is-heap-possible-from-the-array,https://www.geeksforgeeks.org/problems/does-array-represent-heap4345/1,,,https://takeuforward.org/plus/dsa/problems/check-if-an-array-represents-a-min-heap-,https://takeuforward.org/plus/dsa/problems/check-if-an-array-represents-a-min-heap-?tab=editorial,,https://www.codingninjas.com/studio/problems/is-heap-possible-from-the-array?_8164274?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3AbFrrI,,,,,gfg:bitly_expanded_destination_unverified
245,11,"Heaps [Learning, Medium, Hard Problems]",1,Learning,4,4,cnvrtminhptmxhp,Convert min Heap to max Heap,Medium,1,Heap | Data Structures,,https://www.codingninjas.com/codestudio/problems/convert-min-heap-to-max-heap_1381084,https://www.geeksforgeeks.org/problems/convert-min-heap-to-max-heap-1666385109/1,,,https://takeuforward.org/plus/dsa/problems/convert-min-heap-to-max-heap,https://takeuforward.org/plus/dsa/problems/convert-min-heap-to-max-heap?tab=editorial,,https://www.codingninjas.com/codestudio/problems/convert-min-heap-to-max-heap_1381084?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3flmw7c,,,,,gfg:bitly_expanded_destination_unverified
246,11,"Heaps [Learning, Medium, Hard Problems]",2,Medium Problems,1,1,kthlrgstlmntinnrrysprirityq,Kth largest element in an array [use priority queue],Easy,0,Arrays | Data Structures | Heap,https://leetcode.com/problems/kth-largest-element-in-an-array/,https://www.codingninjas.com/codestudio/problems/k-largest-elements_796005,https://www.geeksforgeeks.org/problems/k-largest-elements4206/1,,https://takeuforward.org/data-structure/kth-largest-smallest-element-in-an-array/,https://takeuforward.org/plus/dsa/problems/k-th-largest-element-in-an-array,https://takeuforward.org/plus/dsa/problems/k-th-largest-element-in-an-array?tab=editorial,,https://www.codingninjas.com/codestudio/problems/k-largest-elements_796005?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3Avss5k,,,,,gfg:bitly_expanded_destination_unverified
247,11,"Heaps [Learning, Medium, Hard Problems]",2,Medium Problems,2,2,kthsmllstlmntinnrrysprirityq,Kth smallest element in an array [use priority queue],Easy,0,Arrays | Heap | Data Structures,,https://www.codingninjas.com/studio/problems/merge-k-sorted-arrays_975379,https://www.geeksforgeeks.org/problems/kth-smallest-element5635/1,,https://takeuforward.org/data-structure/kth-largest-smallest-element-in-an-array/,,,,https://www.codingninjas.com/studio/problems/merge-k-sorted-arrays_975379?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3PvAOhK,,,,,gfg:bitly_expanded_destination_unverified
248,11,"Heaps [Learning, Medium, Hard Problems]",2,Medium Problems,3,3,srtksrtdrry,Sort K sorted array,Easy,0,Arrays | Sorting | Data Structures,,,https://www.geeksforgeeks.org/problems/merge-k-sorted-arrays/1,,,,,,,https://bit.ly/3QLpaAs,,,,,gfg:bitly_expanded_destination_unverified
249,11,"Heaps [Learning, Medium, Hard Problems]",2,Medium Problems,4,4,mrgmsrtdlists,Merge M sorted Lists,Hard,2,Arrays | Heap | Data Structures | Linked List,https://leetcode.com/problems/merge-k-sorted-lists/,https://www.codingninjas.com/studio/problems/merge-k-sorted-lists_992772,https://www.geeksforgeeks.org/problems/merge-k-sorted-linked-lists/1,,,,,,https://www.codingninjas.com/studio/problems/merge-k-sorted-lists_992772?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3QObTXC,,,,,gfg:bitly_expanded_destination_unverified
250,11,"Heaps [Learning, Medium, Hard Problems]",2,Medium Problems,5,5,rplcchrrylmntbyitscrrspndingrnk,Replace each array element by its corresponding rank,Easy,0,Arrays | Hashing | Data Structures,,https://www.codingninjas.com/studio/problems/replace-each-element-of-array-with-its-corresponding-rank_975384,https://www.geeksforgeeks.org/problems/replace-elements-by-its-rank-in-the-array/1,,https://takeuforward.org/data-structure/replace-elements-by-its-rank-in-the-array/,,,,https://www.codingninjas.com/studio/problems/replace-each-element-of-array-with-its-corresponding-rank_975384?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3TS3jcg,,,,,gfg:bitly_expanded_destination_unverified
251,11,"Heaps [Learning, Medium, Hard Problems]",2,Medium Problems,6,6,tskschdlr,Task Scheduler,Medium,1,Arrays | Hashing | Greedy | Sorting | Heap,https://leetcode.com/problems/task-scheduler/,https://www.codingninjas.com/studio/problems/task-scheduler_1070424,https://www.geeksforgeeks.org/problems/task-scheduler/1,,,,,,https://www.codingninjas.com/studio/problems/task-scheduler_1070424?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3h2Z92Z,,,,,gfg:bitly_expanded_destination_unverified
252,11,"Heaps [Learning, Medium, Hard Problems]",2,Medium Problems,7,7,hndsfstrights,Hands of Straights,Medium,1,Arrays | Hashing | Greedy | Sorting | Data Structures,https://leetcode.com/problems/hand-of-straights/,https://www.codingninjas.com/studio/problems/groups-in-ninja-land._1459215,,,,,,,https://www.codingninjas.com/studio/problems/groups-in-ninja-land._1459215?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,,,,,,
253,11,"Heaps [Learning, Medium, Hard Problems]",3,Hard Problems,1,1,dsigntwittr,Design twitter,Medium,1,Hashing | Linked List | Heap,https://leetcode.com/problems/design-twitter/,https://www.codingninjas.com/codestudio/problems/design-twitter_8380711,https://practice.geeksforgeeks.org/problems/design-twitter/1,,,,,,https://www.codingninjas.com/codestudio/problems/design-twitter_8380711?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,,,,,,
254,11,"Heaps [Learning, Medium, Hard Problems]",3,Hard Problems,2,2,cnnctnrpswithminimlcst,Connect `n` ropes with minimal cost,Medium,1,Arrays | Heap | Data Structures,,https://www.codingninjas.com/studio/problems/connect-n-ropes-with-minimum-cost_625783,https://www.geeksforgeeks.org/problems/rod-cutting0840/1,,,,,,https://www.codingninjas.com/studio/problems/connect-n-ropes-with-minimum-cost_625783?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3QVb1jR,,,,,gfg:bitly_expanded_destination_unverified
